pdbid,RMSD_AF2,TMscore_AF2,GDT_TS_AF2,DockQ_AF2,F1_AF2,iRMSD_AF2_DockQ,LRMSD_AF2,fnat_AF2,fnonnat_AF2,clashes_AF2,Time_AF2,RMSD_AF3,TMscore_AF3,GDT_TS_AF3,DockQ_AF3,F1_AF3,iRMSD_AF3_DockQ,LRMSD_AF3,fnat_AF3,fnonnat_AF3,clashes_AF3,Time_AF3,RMSD_RF2,TMscore_RF2,GDT_TS_RF2,DockQ_RF2,F1_RF2,iRMSD_RF2_DockQ,LRMSD_RF2,fnat_RF2,fnonnat_RF2,clashes_RF2,Time_RF2
4ds1,4.4323001608182615,0.546,0.5096,0.9017385789876126,0.9090909090909091,0.6504428102144613,1.1786180916338056,0.8823529411764706,0.0625,0.0,1.2527,0.3830517134596929,0.5972,0.5604,0.9486530783930537,0.9117647058823529,0.386421441957469,0.5088204899488454,0.9117647058823529,0.08823529411764706,0.0,0.7677,0.4911950374064473,0.5951,0.5632,0.9096109129905924,0.7901234567901234,0.7277872025103616,1.2686528098177692,0.9411764705882353,0.3191489361702128,6.0,0.1513
2h9m,0.5948933342747812,0.9934,0.9895,0.9332723076868078,0.8636363636363636,0.5816909951222988,1.1973847106487794,0.95,0.20833333333333334,0.0,12.4286,0.2572756789498959,0.9984,0.9992,0.9518253052924198,0.9047619047619048,0.44876394053618157,0.9513167128058942,0.95,0.13636363636363635,0.0,1.5452,0.9269655664207275,0.9862,0.9774,0.46695489312437405,0.32653061224489793,2.3577485194035246,5.396304705244363,0.4,0.7241379310344828,4.0,1.0161
5crw,1.013225936306424,0.9732,0.9269,0.8145452661705869,0.8888888888888888,1.212542598015407,2.3364924939787537,0.9090909090909091,0.13043478260869565,0.0,1.9413,1.9341522754045664,0.9093,0.8004,0.7695728120186988,0.8636363636363636,1.2023250149561704,3.7613643226109534,0.8636363636363636,0.13636363636363635,0.0,0.6769,6.063781480976238,0.6055,0.6186,0.08928722965695857,0.0,7.285180043526829,15.676825716526364,0.0,1.0,3.0,0.143
4j86,0.7381447411303612,0.99,0.9862,0.5366179294138708,0.3888888888888889,1.826215504082013,4.007977914154155,0.3888888888888889,0.6111111111111112,0.0,5.4213,0.6461126117753683,0.9937,0.9919,0.6412250534140113,0.5714285714285714,1.3195537174085488,4.1917125332840115,0.5555555555555556,0.4117647058823529,0.0,1.8741,2.852332342690176,0.9759,0.9707,0.07898012602028222,0.1,8.302125726679122,20.25210032932445,0.05555555555555555,0.5,0.0,1.2677
4u0c,17.316338147892843,0.0485,0.0411,0.30062624491699436,0.37037037037037035,4.213241032019944,9.741717349905803,0.35714285714285715,0.6153846153846154,0.0,4.2277,11.295069223148115,0.0383,0.0354,0.2964784062368965,0.42424242424242425,3.707717850145921,14.770273661625456,0.5,0.631578947368421,0.0,17.0525,11.290972130656028,0.0506,0.0434,0.21685600581067507,0.3076923076923077,4.445746840279462,14.241903462533058,0.2857142857142857,0.6666666666666666,4.0,0.4125
3dab,1.2597214442349665,0.9616,0.9725,0.9112337010643864,0.8301886792452831,0.59403237342292,0.8851503065043826,0.88,0.21428571428571427,0.0,2.8358,0.9645909522615981,0.9695,0.975,0.9352145363593743,0.8627450980392157,0.41074431597860395,0.5780802614926775,0.88,0.15384615384615385,0.0,0.8316,2.532445102710459,0.8778,0.89,0.45692131413212334,0.32142857142857145,2.513673988770756,4.93134780870594,0.36,0.7096774193548387,6.0,0.2319
5bs2,9.143546785663052,0.141,0.1471,0.01711078044890632,0.0,15.262148661400705,40.71429351832061,0.0,1.0,0.0,1.5616,3.7047335912730603,0.1417,0.1492,0.1800255577491031,0.24,6.682262132792357,16.034048608275526,0.2727272727272727,0.7857142857142857,0.0,0.6538,3.4786720500793615,0.143,0.1555,0.1443511120457642,0.10526315789473684,4.95236461628111,14.410607683585773,0.09090909090909091,0.875,1.0,0.1647
4oni,1.0129221332575744,0.9751,0.9377,0.8539143322110606,0.7843137254901961,0.6873683469936154,2.235807186570507,0.8,0.23076923076923078,0.0,1.4475,1.0393232644073687,0.9754,0.9407,0.8417319496220519,0.76,0.6426952042233629,2.5013634778255365,0.76,0.24,0.0,0.9313,1.078101071667793,0.9727,0.9377,0.877879940539893,0.7666666666666667,0.767446737044654,2.4877324958916125,0.92,0.34285714285714286,10.0,0.3816
5gtu,0.4622053024915038,0.9929,0.994,0.9429362744405129,0.8846153846153846,0.4411380449725863,0.9202763656663973,0.92,0.14814814814814814,0.0,1.535,5.648321157746049,0.9192,0.9119,0.22987490162788318,0.3116883116883117,7.926762427275954,18.452109442147535,0.48,0.7692307692307693,0.0,0.7633,1.0912468283512544,0.9693,0.9488,0.7345188034889497,0.6129032258064516,1.4193718043949637,2.574697231035579,0.76,0.4864864864864865,4.0,0.1997
4uwx,1.1133166019232044,0.2999,0.2962,0.9035874160066107,0.7843137254901961,0.33525291418278247,0.8919712443684678,0.7692307692307693,0.2,0.0,2.4602,1.2159146227822075,0.2996,0.2992,0.8854048138175595,0.75,0.25669663048967273,0.7458472412204971,0.6923076923076923,0.18181818181818182,0.0,1.2197,2.0655138720788937,0.2758,0.2691,0.45964376661791667,0.4878048780487805,2.3662814278991644,5.4631702550196275,0.38461538461538464,0.3333333333333333,3.0,0.3877
1nln,0.7752901092627487,0.9891,0.9918,0.9517925174726777,0.9047619047619048,0.3289996347815904,0.5026942888205714,0.9047619047619048,0.09523809523809523,0.0,2.1755,0.5919007692868473,0.9938,0.9953,0.977012109733462,0.975609756097561,0.21735641420945576,0.23736149871020565,0.9523809523809523,0.0,0.0,0.8605,1.1978435975107713,0.97,0.9521,0.8121328876773045,0.6990291262135923,1.2455624868874295,0.9612462407007156,0.8571428571428571,0.4098360655737705,10.0,0.2691
3zrj,1.635517946410124,0.5241,0.5129,0.6351184338856044,0.43243243243243246,1.0913942186339751,3.0207419871783703,0.36363636363636365,0.4666666666666667,0.0,2.0344,2.8693816856643126,0.5051,0.4986,0.6467462559979257,0.42424242424242425,0.8475596133070915,3.371452222815029,0.3181818181818182,0.36363636363636365,0.0,1.2069,2.6402409856831093,0.5094,0.5014,0.6440134277573207,0.45,1.0301810738943116,3.6619451600086412,0.4090909090909091,0.5,0.0,0.4761
1awr,1.7752181430322833,0.0321,0.0309,0.2729457077933158,0.24390243902439024,4.043488087492814,9.015483147680351,0.22727272727272727,0.7368421052631579,0.0,1.5363,0.46804246948353817,0.0349,0.0353,0.899500438744575,0.8444444444444444,0.6272019697571983,1.0947501060637945,0.8636363636363636,0.17391304347826086,0.0,1.4241,1.0553516618808454,0.0306,0.0294,0.5284523115373022,0.5128205128205128,1.9805682143415704,4.69405836979414,0.45454545454545453,0.4117647058823529,2.0,0.1452
6f4s,0.8721078395422764,0.9891,0.9875,0.4088210407728958,0.2631578947368421,2.6642465718744055,5.921251957711655,0.3125,0.7727272727272727,0.0,1.7586,0.349915925214042,0.997,0.9958,0.8369262218588546,0.6829268292682927,0.9665967597638685,2.34648194863029,0.875,0.44,1.0,1.3233,1.3950367300833542,0.9729,0.9563,0.2439727635525597,0.09523809523809523,3.6166098981858092,8.123354560324456,0.0625,0.8,1.0,0.7166
3jzo,0.9050465042970561,0.9713,0.9798,0.9500244295915827,0.9811320754716981,0.4957004850661471,1.0286357380174445,0.9629629629629629,0.0,0.0,1.2794,0.7129636404888389,0.9747,0.9823,0.9341651912812782,0.9411764705882353,0.37172926476738516,1.4567103914722586,0.8888888888888888,0.0,0.0,0.6875,1.0879082813645717,0.9576,0.9722,0.8815028204012588,0.8148148148148148,0.6320764554537417,1.1992246314949337,0.8148148148148148,0.18518518518518517,4.0,0.6213
1v1t,0.6199916338563379,0.088,0.0689,0.9532895583314055,0.8947368421052632,0.44130798191231585,0.597333648979403,0.9444444444444444,0.15,0.0,4.3108,0.473836961036337,0.0882,0.0689,0.9620060723476759,0.9473684210526315,0.49335971086238445,1.096298583638561,1.0,0.1,0.0,0.9075,3.7055329429852506,0.0879,0.0689,0.05509549520621567,0.0,8.477361398484648,21.522515576897895,0.0,1.0,4.0,0.5461
2b9h,1.2579682669248724,0.4901,0.4764,0.8430166409328983,0.7,0.6067828822932526,2.0399777342478793,0.7241379310344828,0.3225806451612903,0.0,21.4677,1.059322284073944,0.4915,0.4799,0.8539952301090964,0.7450980392156863,0.4241021655562658,1.188160846269121,0.6551724137931034,0.13636363636363635,0.0,1.7686,1.643555601104177,0.4788,0.457,0.3784662547773084,0.2571428571428571,2.914851478881615,6.71563762168355,0.3103448275862069,0.7804878048780488,5.0,1.6383
2cch,0.5764283374872479,0.0972,0.0735,0.9418134928427236,0.9090909090909091,0.3493422488756561,0.6299803941630351,0.8823529411764706,0.0625,0.0,2.1627,0.7048468854715224,0.0973,0.0726,0.9362623491394643,0.8787878787878788,0.2728011441684342,0.9421770467436621,0.8529411764705882,0.09375,0.0,0.8452,1.0448442678797818,0.0978,0.0754,0.7775489475425331,0.7714285714285715,1.237442604386536,2.0802354350176686,0.7941176470588235,0.25,8.0,0.5547
3emh,0.6770411551616389,0.9914,0.9877,0.6981186702324301,0.43243243243243246,1.0520452108495084,2.4364578594997206,0.5,0.6190476190476191,0.0,21.433,0.29251159504340907,0.998,0.9992,0.9912665264303852,0.9142857142857143,0.2307194181726494,0.4731342759413597,1.0,0.15789473684210525,0.0,1.4291,0.6675194540506482,0.9903,0.9845,0.5938870553675041,0.32432432432432434,1.423865845175797,3.1293147499476475,0.375,0.7142857142857143,5.0,0.8947
4aom,1.1316602751302522,0.9716,0.9612,0.9155962846331173,0.8990825688073395,0.6310582203013837,0.8646289706154082,0.9074074074074074,0.10909090909090909,0.0,2.2311,0.9248834249320326,0.9668,0.9488,0.8521930804811279,0.8679245283018868,0.9213515465419035,1.2551437667343472,0.8518518518518519,0.11538461538461539,0.0,1.7158,2.2114417022354917,0.8538,0.7655,0.6118281895720145,0.5671641791044776,2.429481439110739,3.489287892451081,0.7037037037037037,0.525,16.0,0.2125
1p7v,0.971005187039908,0.9871,0.9834,0.3912703632740034,0.23728813559322035,2.6504753458565227,6.073721162726834,0.2692307692307692,0.7878787878787878,0.0,3.8322,0.6227692173682863,0.9933,0.9886,0.640927400057588,0.5161290322580645,1.6034122991741775,3.7002771428418564,0.6153846153846154,0.5555555555555556,0.0,1.0175,1.0261946486669646,0.9841,0.9825,0.3756500439048572,0.18181818181818182,2.7114893773190865,6.075543312387932,0.23076923076923078,0.85,5.0,0.3027
4v3i,1.3516646754292294,0.1404,0.1377,0.8332473498059425,0.88,0.8494854599193143,1.8046834508016498,0.7857142857142857,0.0,0.0,2.5125,0.5871941616719117,0.1527,0.1503,0.9099537664323228,0.8461538461538461,0.3445791648019106,0.6451127313453635,0.7857142857142857,0.08333333333333333,0.0,1.1622,1.5098799290351597,0.1395,0.1392,0.7885250324576973,0.7428571428571429,1.3811861578685116,2.8984367802457096,0.9285714285714286,0.38095238095238093,4.0,0.1836
2qab,0.6671773457801317,0.6721,0.67,0.8353022644194735,0.6842105263157895,0.4404917429482146,2.2356578929559077,0.65,0.2777777777777778,0.0,3.13,0.6799240613081324,0.673,0.67,0.8326513954919856,0.7027027027027027,0.3919126866754238,2.642716374235081,0.65,0.23529411764705882,0.0,2.0647,0.9802770007024445,0.6646,0.6538,0.8412362825865043,0.6666666666666666,0.5688483672660908,1.9614364613718298,0.7,0.36363636363636365,3.0,0.5275
3bfw,0.3693605859307541,0.9932,1.0,0.9505480100531533,0.8928571428571429,0.35381699276008616,0.5866545895732042,0.9090909090909091,0.12280701754385964,0.0,2.0216,0.3537784691818344,0.9939,0.9983,0.9649482985645399,0.9285714285714286,0.3289310232969371,0.5859108242551655,0.9454545454545454,0.08771929824561403,1.0,0.88,0.751576170160531,0.9791,0.9895,0.9647274936013789,0.7769784172661871,0.450036173968468,0.6058535340422617,0.9818181818181818,0.35714285714285715,20.0,0.2783
3av9,19.260909570415095,0.4258,0.3815,0.06760244814870149,0.0,5.8967549079832215,20.89108515527242,0.0,0.0,0.0,4.1836,6.418466510411339,0.4255,0.4058,0.8537559465938922,1.0,1.1736993449272752,2.12804063820241,1.0,0.0,0.0,1.2369,13.058828074944156,0.4159,0.3856,0.05628529300976901,0.0,7.814341457782814,21.67220732441668,0.0,1.0,2.0,1.4083
2xyi,0.49933917903800185,0.2403,0.2385,0.7976187758142567,0.6428571428571429,0.5490786522516051,1.1635596193973692,0.5294117647058824,0.18181818181818182,0.0,11.4844,0.4692283771319116,0.2404,0.2405,0.7549875012517494,0.6071428571428571,0.8097595312757504,0.8268847470645604,0.5,0.22727272727272727,0.0,2.3219,0.6608891362430187,0.2392,0.2328,0.7553315602976336,0.4583333333333333,0.3486465002626655,0.6756970946173898,0.3235294117647059,0.21428571428571427,1.0,0.6813
3plu,0.4081599016440231,0.9869,0.9973,0.9428865639176237,0.8717948717948718,0.5302875977213153,0.5834469230502506,0.9444444444444444,0.19047619047619047,0.0,2.2388,0.34816252981003404,0.9905,0.9973,0.9528383268479278,0.8947368421052632,0.44842738807764854,0.531143071751667,0.9444444444444444,0.15,0.0,1.055,0.4782239537824721,0.982,0.9946,0.9436251042399421,0.6938775510204082,0.5231877002589174,0.6090724144916939,0.9444444444444444,0.45161290322580644,8.0,0.4491
3ds1,2.8176790034736787,0.9391,0.9538,0.9203163666044262,0.8421052631578947,0.2881036764599508,1.5218238625436455,0.8275862068965517,0.14285714285714285,0.0,3.07,3.0222858618057415,0.9187,0.9375,0.9608281413626122,0.9473684210526315,0.2767874153366204,1.0707877027502557,0.9310344827586207,0.03571428571428571,0.0,8.4377,7.540138072000304,0.8187,0.8234,0.04698184254675874,0.0,9.389781316093709,23.457769126683598,0.0,1.0,2.0,0.2938
3llz,1.7133572501297947,0.9643,0.9694,0.6984035828801157,0.8421052631578947,1.4398278503036854,5.752548292827335,0.8888888888888888,0.2,0.0,1.4583,2.1203592465048184,0.9635,0.9677,0.684571434032856,0.8928571428571429,1.4076887894220738,6.997140380581563,0.9259259259259259,0.13793103448275862,0.0,0.8591,2.9558186593969276,0.9111,0.9082,0.3046849600248784,0.2898550724637681,4.158877750044018,9.814923113080448,0.37037037037037035,0.7619047619047619,6.0,0.5622
5fml,7.3668772785125345,0.4161,0.3151,0.03783919339292622,0.0,11.436338383065586,25.993040751937176,0.0,1.0,0.0,1.4191,9.643880841325553,0.425,0.3198,0.023277314561758158,0.0,14.921968829032306,33.6953272294103,0.0,1.0,1.0,0.8422,3.3129079757470676,0.4158,0.3174,0.17472460660071806,0.06896551724137931,4.920212085021939,10.364970175899007,0.037037037037037035,0.5,0.0,0.2211
1vpp,1.28930559775659,0.6592,0.6359,0.7918298953692321,0.8484848484848485,1.1495998053272976,2.040410346853035,0.8,0.0967741935483871,0.0,3.8247,1.4466941329612715,0.6539,0.6383,0.8078439339151022,0.9117647058823529,1.0086457769395285,3.5820564094417,0.8857142857142857,0.06060606060606061,0.0,1.4558,5.0612113306495266,0.5838,0.5619,0.07703741173398881,0.0,9.874613121670238,16.55829084928784,0.0,1.0,0.0,1.3663
2fym,1.6906242539719458,0.7961,0.7738,0.3828089203228151,0.1111111111111111,1.9289443875205752,5.7205493979715065,0.08333333333333333,0.8333333333333334,0.0,5.6533,1.4234005437743042,0.8003,0.7818,0.26832279451843677,0.24,4.363126651746701,9.410984757961483,0.25,0.7692307692307693,0.0,2.3541,4.089298684212406,0.717,0.5324,0.4462393557766175,0.3333333333333333,2.4488441656234645,7.444853477564811,0.5,0.75,5.0,0.7852
5v3r,1.203747521796409,0.9805,0.9574,0.9209072333809631,0.7777777777777778,0.36983881810717584,0.503754913224567,0.8235294117647058,0.2631578947368421,0.0,1.8708,0.7442664653275283,0.9898,0.9716,0.8948407731314014,0.7647058823529411,0.4098668198241229,0.8843308616380291,0.7647058823529411,0.23529411764705882,0.0,0.9158,1.1228448885631686,0.9789,0.9466,0.9448607937641184,0.6274509803921569,0.4526398895313752,1.3080794680442969,0.9411764705882353,0.5294117647058824,8.0,0.2397
4btb,3.9387438227440517,0.2092,0.1823,0.6026842563624384,0.46511627906976744,1.6028542868198006,3.6936179665141537,0.5,0.5652173913043478,0.0,3.3775,3.9258626779490493,0.2227,0.2094,0.37257850351802696,0.18604651162790697,2.807854871979685,5.621430967252753,0.2,0.8260869565217391,0.0,1.7575,3.9866832953098825,0.2234,0.2125,0.08620850533073587,0.0,6.005349000163898,17.005283606743813,0.0,1.0,0.0,1.9952
1mf4,1.7912950247156532,0.9556,0.9536,0.28027594128913075,0.1951219512195122,3.750170268570379,8.450713914135854,0.2,0.8095238095238095,0.0,1.8088,0.8878026953037115,0.9854,0.9879,0.536665061142345,0.4444444444444444,2.0622303037220875,4.724329962477256,0.5,0.6,2.0,0.8647,2.2260501326024267,0.9419,0.9415,0.19445327060074824,0.1111111111111111,4.582871392008301,10.706874877723042,0.1,0.875,5.0,0.0963
4ep2,0.4037233144537864,0.5134,0.5134,0.7826932533420029,0.5538461538461539,0.47969016903808814,0.8164016452328299,0.45,0.28,0.0,1.3838,2.4291061800899327,0.4905,0.4854,0.7896113891448039,0.5714285714285714,0.4239075504540344,0.7242136018746141,0.45,0.21739130434782608,0.0,0.9036,3.6504048855450026,0.4777,0.4683,0.06893952249593856,0.0,8.293855189538174,18.44625754389863,0.0,1.0,1.0,0.5191
6g86,0.8333178221656161,0.5406,0.5341,0.8821193459799913,0.8260869565217391,0.8134759030562678,1.5237906961115197,0.9047619047619048,0.24,0.0,2.575,0.7633471380730368,0.5411,0.5354,0.8803346844765455,0.8837209302325582,0.8256279902747513,1.5264107354432381,0.9047619047619048,0.13636363636363635,0.0,2.2408,2.3342700036961017,0.5171,0.4973,0.18360825722972438,0.0,2.683441129501248,12.600173440375299,0.0,0.0,0.0,0.7366
1ntv,2.915408732095249,0.9607,0.9645,0.9249073305199307,0.835820895522388,0.24114174564733704,1.3218931115715573,0.8235294117647058,0.15151515151515152,0.0,2.0138,1.0348603841208812,0.984,0.9846,0.6524523126857783,0.7605633802816901,2.041154902328457,4.082321334825803,0.7941176470588235,0.2702702702702703,0.0,0.9591,3.036306581121563,0.948,0.9491,0.6738921107803127,0.7407407407407407,2.0432804300251597,4.393938002491475,0.8823529411764706,0.3617021276595745,7.0,0.1455
2v8c,0.5699755959997233,0.9871,0.9836,0.9315462095105081,0.9615384615384616,0.6408585651195364,0.9579523944402597,0.9615384615384616,0.038461538461538464,0.0,1.9872,0.44569786424469393,0.9917,0.9885,0.9628809979595845,0.9259259259259259,0.3968384685788026,0.7380222523002278,0.9615384615384616,0.10714285714285714,0.0,0.793,5.844491668370258,0.9112,0.898,0.09343401152619296,0.10526315789473684,11.75777793037506,20.321573186242794,0.11538461538461539,0.9032258064516129,2.0,0.1805
5d94,1.557731010862309,0.9529,0.9542,0.8821814274868727,0.7936507936507936,0.5750149351751122,0.6918672292882335,0.78125,0.1935483870967742,0.0,1.3663,1.7520955434059926,0.9632,0.9714,0.8978024400300364,0.8,0.5214002448522932,0.9083828136473214,0.8125,0.21212121212121213,0.0,0.798,2.605933647809865,0.9131,0.895,0.7772564180754021,0.6842105263157895,1.3010741735489528,1.978443040234968,0.8125,0.4090909090909091,9.0,0.1219
2cny,,0.1334,0.1338,,,,,,,,1.5352,,0.1336,0.1338,,,,,,,,0.7088,,0.1301,0.1268,,,,,,,,0.7277
2pv2,0.7412919562073113,0.9834,0.9748,0.8000587467042726,0.7213114754098361,0.9483142504201456,1.3313599775373712,0.7096774193548387,0.26666666666666666,0.0,2.4055,3.059281855837024,0.9287,0.8589,0.8393714815154786,0.7719298245614035,0.6932619964856837,1.0684256896290152,0.7096774193548387,0.15384615384615385,0.0,0.7866,9.861246419281919,0.5214,0.4908,0.0714099671947082,0.0,8.254103976158502,18.00444950634057,0.0,1.0,0.0,0.5272
5tgi,0.7522417975853604,0.9792,0.9688,0.9618855992069443,0.88,0.4655062530458166,1.4022566489369608,1.0,0.21428571428571427,0.0,1.3244,0.8948201808153499,0.9743,0.9625,0.9612625918911064,0.8627450980392157,0.39777078634087415,1.9605132293702343,1.0,0.2413793103448276,0.0,0.9111,1.640700158713719,0.9371,0.9203,0.803865943578598,0.5230769230769231,0.7167764187838047,3.9180019875482928,0.7727272727272727,0.6046511627906976,10.0,0.4222
2fvj,0.682416217456781,0.2377,0.2341,0.9113337398566763,0.7894736842105263,0.3134223553207007,0.9995403008038549,0.7894736842105263,0.21052631578947367,0.0,2.5,0.9544354365705917,0.2335,0.2285,0.9024257403947002,0.8333333333333334,0.4144887240399576,0.9069668072553941,0.7894736842105263,0.11764705882352941,0.0,1.4372,0.879509454982797,0.2381,0.2313,0.9130328852346206,0.6666666666666666,0.5609504138281921,1.5688894551820667,0.8947368421052632,0.46875,3.0,1.1066
5ow5,1.7689142407317273,0.5024,0.4883,0.9118187543379163,0.8181818181818182,0.43813568435969974,0.5464178081595745,0.8181818181818182,0.18181818181818182,0.0,4.3258,1.475108631573879,0.5054,0.501,0.9702758569863522,0.9565217391304348,0.45165855888565365,0.6628529741950094,1.0,0.08333333333333333,0.0,1.8691,1.7196216727553824,0.5033,0.4922,0.9528109018345674,0.7857142857142857,0.5930785892030259,0.6807055467527267,1.0,0.35294117647058826,5.0,1.178
1t4f,1.2229838391178338,0.9549,0.9639,0.9062853683099105,0.9302325581395349,0.5930598096536789,1.0672954722529056,0.8695652173913043,0.0,0.0,2.3211,1.2173388159088319,0.9547,0.9716,0.9243473262246319,0.9361702127659575,0.666336771107056,1.1723445827467558,0.9565217391304348,0.08333333333333333,0.0,0.7772,1.009624667996691,0.942,0.9536,0.9227112511338221,0.7931034482758621,0.7555454265691729,1.4819059126012777,1.0,0.34285714285714286,6.0,0.6541
1r17,0.4540978999014265,0.9954,0.9925,0.9503344732184518,0.8869565217391304,0.5041883994638617,0.8433917662640402,0.9622641509433962,0.1774193548387097,0.0,1.7488,0.4601068816249482,0.9953,0.9917,0.9452385739236987,0.8990825688073395,0.4355835492897605,0.8982686242170094,0.9245283018867925,0.125,0.0,0.6866,1.3339273190602177,0.9682,0.9111,0.8680929525708202,0.746268656716418,1.0151424778869043,1.3606828956872559,0.9433962264150944,0.38271604938271603,12.0,0.4366
6qg8,,0.1196,0.1186,,,,,,,,2.1486,,0.1186,0.117,,,,,,,,1.5102,,0.1206,0.1186,,,,,,,,0.7405
1sfi,0.31856059107732554,0.997,0.9968,0.959119419532832,0.8780487804878049,0.31160248818822583,0.561840169916079,0.9230769230769231,0.16279069767441862,0.0,2.6558,0.2888637907699703,0.9975,0.9989,0.9573792792391185,0.891566265060241,0.40862034398925706,0.7387746775255823,0.9487179487179487,0.1590909090909091,0.0,0.9072,1.366657210251858,0.9784,0.9768,0.6303191142311376,0.6181818181818182,2.2527981586287926,5.405996970343639,0.8717948717948718,0.5211267605633803,15.0,0.6611
3s9c,1.3501648945965143,0.9709,0.9533,0.4860115390486231,0.5245901639344263,2.707007944212308,6.214144061498891,0.5714285714285714,0.5151515151515151,0.0,2.0352,0.792128136919075,0.9849,0.9772,0.7254224313210512,0.6792452830188679,1.2094940290750982,2.3780367947149172,0.6428571428571429,0.28,1.0,0.7616,2.1658797667109173,0.9578,0.9429,0.14156720158393937,0.0,5.21029472236143,11.630450071326008,0.0,1.0,0.0,0.6291
5epp,1.5585929826676292,0.9757,0.9703,0.772903780711366,0.7241379310344828,0.8708505333718289,1.4741454887414354,0.6,0.08695652173913043,0.0,2.9352,1.4622691620204353,0.9794,0.9797,0.9734156381083153,0.9855072463768116,0.2887155839575997,1.0650609288226154,0.9714285714285714,0.0,0.0,1.2383,1.6175447684215318,0.962,0.95,0.713989891975502,0.6956521739130435,1.3964819848100174,2.496935199239429,0.6857142857142857,0.29411764705882354,6.0,0.1702
1lb6,1.9419294697698704,0.9645,0.9573,0.8797910920342744,0.8524590163934426,0.70410168763991,1.8821410674278551,0.8666666666666667,0.16129032258064516,0.0,1.4977,0.7481194544572514,0.9821,0.9787,0.9582452774802572,0.8852459016393442,0.21958813125907203,0.5574850002546083,0.9,0.12903225806451613,0.0,0.8472,1.9299022049980044,0.9601,0.9619,0.89713563413705,0.7837837837837838,0.7656510897830925,2.3062508892917957,0.9666666666666667,0.3409090909090909,9.0,0.1072
1ymt,2.3433619935525223,0.1605,0.1561,0.914887223574906,0.7222222222222222,0.3870339771707598,0.6273791853040601,0.8125,0.35,0.0,3.0097,0.9031965644518847,0.1713,0.1622,0.8705112381500343,0.7027027027027027,0.4949528806772783,2.876857712996426,0.8125,0.38095238095238093,0.0,1.1791,2.446267456222815,0.1574,0.149,0.9318282366842928,0.6956521739130435,0.5824110645561507,2.3942394184549087,1.0,0.4666666666666667,6.0,0.818
4c5a,6.061929900266452,0.9677,0.9618,0.018712471669009283,0.0,14.254669783381978,39.073140787030866,0.0,1.0,0.0,2.1166,7.042285963890447,0.9259,0.8758,0.018163067057324133,0.0,14.273786329733925,39.82635304941687,0.0,1.0,0.0,2.0525,6.230010517225093,0.9464,0.8885,0.019780187113655142,0.0,12.863729225903185,38.74196969778967,0.0,1.0,20.0,0.7422
4rs9,1.2438911299400375,0.3847,0.3816,0.7790869859662849,0.5294117647058824,0.26349312368405614,0.753914243449249,0.375,0.1,0.0,2.38,2.4457959138756653,0.3701,0.3658,0.7605675526854961,0.6486486486486487,0.2667373906314125,4.085209939402296,0.5,0.07692307692307693,0.0,1.3961,2.8695224424945796,0.3347,0.3184,0.5966242055398944,0.5365853658536586,1.395235093647502,4.310991734915824,0.4583333333333333,0.35294117647058826,3.0,1.203
3aa0,0.7667954100370252,0.9925,0.976,0.7868310804457969,0.6666666666666666,0.5677853524128915,1.019543428650211,0.5,0.0,0.0,4.0711,0.796143695778542,0.9925,0.9836,0.8252295486229682,0.5714285714285714,0.2178547186376025,0.5147145460379039,0.5,0.3333333333333333,0.0,1.1852,1.3919068642025452,0.9751,0.8755,0.7300774749530031,0.75,1.2638658680824626,3.4945518424729642,0.75,0.25,2.0,0.9316
2o4j,0.7238904366406218,0.1927,0.1925,0.8538350085769789,0.782608695652174,0.8233256252222907,1.3654058273268561,0.8181818181818182,0.25,0.0,2.9858,0.6448665185440429,0.1909,0.1895,0.874748863739045,0.8695652173913043,0.8602813301103215,1.673857763941235,0.9090909090909091,0.16666666666666666,0.0,1.8291,2.805695401521771,0.1685,0.1607,0.864383458361559,0.75,1.0143611659865615,1.9001504420233075,0.9545454545454546,0.38235294117647056,9.0,0.7622
5j3q,1.1017823653131862,0.9635,0.9676,0.8144836101102665,0.8,1.0580977347411877,1.9882477086460966,0.8275862068965517,0.22580645161290322,0.0,1.3197,0.8634909920148994,0.9762,0.973,0.7081954874015318,0.7142857142857143,1.4775906594544463,2.3781281142002264,0.6896551724137931,0.25925925925925924,0.0,1.1988,1.1649104298441895,0.9574,0.9478,0.7879792909595335,0.6666666666666666,1.0346232304686804,1.6852009668852757,0.7241379310344828,0.38235294117647056,7.0,0.3344
6cwp,1.5038322047909196,0.9867,0.9768,0.25195908442407605,0.0,1.7246846509082672,12.243745102231506,0.0,1.0,0.0,3.7661,1.6345784921993802,0.987,0.9796,0.21437471246689235,0.0,1.9581061125171673,13.859991095036834,0.0,1.0,0.0,1.4561,3.77669613663216,0.891,0.6542,0.15547885145390247,0.0,2.8324809304642327,14.824635445120705,0.0,1.0,1.0,0.51
2xrw,2.0439665601038377,0.4876,0.4633,0.6334499069093972,0.1875,0.32111859654731195,4.066689155599812,0.13043478260869565,0.6666666666666666,0.0,24.9208,1.5981507215730908,0.4915,0.4709,0.6723023664447014,0.6976744186046512,1.3456383113350068,4.10807795295064,0.6521739130434783,0.25,0.0,1.9838,1.975491972099331,0.4875,0.4529,0.7145206197925181,0.6071428571428571,1.3794847444479308,3.391666246612548,0.7391304347826086,0.48484848484848486,5.0,1.5238
